                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                      0,                 63.201,                      0,                0.33586,                0.06103,                0.00196,                0.00055,                 2.4718,                 6.3253,                 2.1219,             0.00046499,             0.00046499,             0.00046499
