                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                      0,                 62.525,                      0,                0.33607,                0.01643,                0.00165,                0.00051,                 2.4997,                  7.213,                 2.0456,             0.00046499,             0.00046499,             0.00046499
